reduction_ratio,rating
17.803234,good
37.129414,terrible
65.217845,poor
75.222219,fair
54.690948,excellent
87.550782,fair
39.399034,fair
94.118636,terrible
94.255822,skip
69.979210,skip
37.381510,excellent
75.183464,fair
75.664913,fair
96.924574,skip
69.296662,skip
49.626545,good
90.823966,terrible
74.568160,good
57.241226,good
73.192963,poor
85.542226,terrible
78.164506,fair
97.486387,skip
37.215627,fair
39.013553,poor
63.405838,skip
56.160698,fair
80.491848,excellent
71.721691,skip
51.311243,fair
33.528759,fair
75.000092,good
93.850321,good
75.767874,good
57.318392,fair
37.294032,fair
98.251819,poor
81.269394,fair
27.843329,fair
39.891653,terrible
75.813426,terrible
54.398313,fair
36.441382,good
52.166005,fair
75.670926,poor
94.697698,skip
55.672818,fair
73.616788,good
79.634243,excellent
53.005069,good
67.890139,fair
37.191390,fair
93.406376,excellent
73.043193,excellent
61.625425,skip
56.863641,good
70.788428,fair
64.985772,fair
76.165197,good
51.308629,good
77.597766,excellent
23.332668,poor
79.053494,poor
46.294994,skip
10.813064,good
96.498686,good
70.226638,fair
64.131750,poor
51.767402,good
58.983872,good
74.363620,fair
61.673804,good
54.002667,excellent
37.318473,poor
96.500140,excellent
85.243715,excellent
84.096149,good
49.490186,terrible
60.036595,terrible
96.348832,fair
68.554197,excellent
75.328775,poor
1.974707,good
64.268704,fair
79.170302,good
1.988421,terrible
38.175719,good
30.682325,poor
69.955532,excellent
76.954989,good
84.249784,excellent
65.264874,terrible
42.387076,excellent
87.995532,terrible
92.876931,poor
34.328797,good
58.379970,good
5.425843,poor
48.999839,fair
55.945965,good
75.651372,good
68.725579,good
55.358567,fair
33.125052,good
0.154578,skip
72.791681,fair
74.104694,good
93.952130,terrible
39.299704,fair
83.440501,skip
58.013169,terrible
76.375030,good
96.616002,skip
93.247575,terrible
73.325124,poor
64.140638,fair
61.503242,poor
97.000972,good
56.723492,good
76.533812,excellent
30.541992,fair
34.173408,skip
71.780587,skip
34.256742,fair
57.064527,fair
98.906307,skip
67.658506,fair
57.926110,poor
74.900116,excellent
55.746988,poor
75.845325,excellent
85.414408,fair
73.513469,good
81.112663,fair
96.907317,excellent
73.780025,fair
86.067670,poor
32.380850,fair
36.277993,fair
66.743934,poor
91.141649,skip
87.879079,fair
66.569984,fair
56.131321,good
93.537934,fair
68.250390,poor
81.639318,good
90.105353,fair
39.095111,good
67.629377,fair
68.139860,poor
81.760392,fair
42.188339,skip
72.364670,fair
35.476757,poor
54.662469,good
47.253053,poor
58.396866,good
76.968438,terrible
77.280917,excellent
76.376847,terrible
77.262483,terrible
93.111659,good
96.054847,terrible
55.582971,good
52.630325,good
98.192430,good
65.333743,good
83.955036,excellent
19.625011,poor
79.990465,good
49.098704,good
78.259646,fair
33.881944,excellent
72.373624,excellent
6.893242,poor
53.606727,fair
52.302680,good
96.225630,skip
62.881486,excellent
97.909453,terrible
44.138353,skip
33.272933,good
72.538651,poor
21.388252,poor
68.376156,poor
59.743608,terrible
74.689212,good
85.800922,poor
54.378249,poor
58.555141,excellent
97.730475,skip
71.397728,poor
64.394836,good
56.505790,poor
55.097090,good
54.623651,skip
60.208814,good
77.210491,poor
80.829838,good
89.609340,fair
94.630982,good
83.019926,poor
77.778860,terrible
42.461485,skip
39.961821,skip
81.229392,fair
81.318617,fair
14.776369,fair
69.638952,good
33.874359,fair
34.827763,excellent
64.538293,good
56.515449,poor
29.661726,excellent
52.484878,poor
49.228068,good
93.034448,poor
43.009691,terrible
76.152146,excellent
75.677367,excellent
35.055954,fair
56.528898,good
80.246343,good
9.135800,fair
36.970763,poor
51.385908,terrible
76.532474,fair
63.401680,terrible
53.461078,poor
32.308261,good
68.431311,good
82.503287,excellent
57.698441,fair
71.631673,fair
92.984192,poor
75.498969,good
99.298205,terrible
56.366710,good
58.925116,skip
50.893608,fair
59.403926,good
73.856457,good
95.898179,terrible
33.522887,skip
82.221129,fair
95.000000,skip
52.350821,terrible
36.264760,fair
53.851060,good
91.276526,fair
32.375434,terrible
72.712406,fair
87.618947,poor
36.914539,good
41.416825,good
56.724474,excellent
85.542523,good
94.118622,excellent
71.295603,fair
63.088967,good
56.139964,good
42.434935,skip
72.535329,good
34.221411,good
95.263764,good
67.034511,skip
52.992265,fair
96.950936,good
44.746726,good
43.494152,poor
94.654411,terrible
93.192241,excellent
58.320532,excellent
32.229472,good
99.270802,terrible
34.898664,skip
79.181943,poor
80.309360,good
66.371642,poor
57.251159,excellent
35.813166,fair
47.667195,fair
60.652749,excellent
73.462285,poor
52.768313,fair
31.508129,skip
75.213987,skip
32.325582,good
27.096194,skip
92.608215,good
75.006779,fair
63.863075,excellent
73.440387,good
92.919852,fair
93.537481,fair
63.871046,fair
76.261991,good
38.134264,good
53.470992,excellent
58.124644,fair
48.514656,skip
60.948338,skip
74.002760,fair
0.000000,terrible
3.555012,skip
56.374469,good
74.894524,skip
69.415395,excellent
56.934240,good
58.141789,good
65.871468,good
54.272933,fair
77.580163,good
29.939095,fair
85.701519,good
33.206189,excellent
99.346198,terrible
18.988783,terrible
52.311162,fair
58.516925,terrible
96.384135,excellent
73.161756,poor
88.963486,excellent
44.588208,poor
36.672936,fair
86.031984,fair
76.406380,good
53.945221,fair
40.121869,skip
75.533587,good
37.948325,good
35.878930,fair
59.092886,fair
20.504563,fair
83.560949,skip
77.244795,skip
64.602129,poor
12.873982,terrible
83.838268,excellent
39.109771,fair
98.392952,poor
72.867182,excellent
39.344288,good
91.820357,poor
42.976459,good
95.954680,terrible
65.319149,excellent
25.647908,fair
71.893377,fair
31.636366,poor
55.719147,terrible
76.720206,poor
4.511231,fair
97.675969,good
38.362192,poor
92.789414,good
51.126461,terrible
53.182139,poor
75.000000,fair
67.098056,excellent
38.272180,skip
88.920125,fair
75.820168,fair
71.393791,fair
58.856872,excellent
70.008063,fair
2.174046,good
33.001490,good
50.985229,good
52.816355,fair
48.248386,terrible
89.651159,fair
98.389629,fair
55.638738,fair
52.763623,good
32.185608,excellent
52.999778,poor
35.623174,excellent
84.192018,fair
31.806848,poor
59.098586,fair
33.189033,poor
76.348048,fair
55.086955,good
36.016670,skip
44.604825,fair
63.889152,fair
76.602863,excellent
25.664663,skip
33.777343,good
79.830843,excellent
23.418534,poor
79.590457,excellent
80.234209,skip
70.857673,poor
61.739157,fair
70.661569,fair
77.191479,terrible
77.684678,good
88.130496,excellent
77.211661,good
53.885741,terrible
98.071155,fair
45.107932,good
57.342482,terrible
71.094087,fair
50.423786,fair
78.198276,excellent
53.165248,good
73.008572,good
2.371706,poor
66.970402,skip
71.747048,fair
75.590230,fair
45.871115,fair
60.789821,poor
74.894067,good
55.529563,fair
55.184192,poor
30.738812,good
53.979080,fair
36.075505,fair
50.971248,fair
79.543468,skip
39.877485,good
11.499897,fair
57.656686,poor
74.432417,poor
18.517752,good
76.195876,good
72.996361,fair
89.667272,good
44.090601,poor
56.787224,skip
79.111132,good
70.398090,poor
70.314244,good
53.069068,good
86.816809,poor
49.530339,good
91.324733,fair
0.313155,good
37.603676,good
36.470124,fair
48.565542,fair
73.739367,good
15.858658,terrible
74.386392,good
42.925841,excellent
53.150972,good
83.988481,good
73.983772,excellent
36.490860,good
97.639780,skip
84.891749,good
88.804000,terrible
92.989309,excellent
55.408951,good
16.284256,terrible
98.238568,excellent
84.818369,good
69.479502,poor
71.475629,skip
37.163567,good
59.435430,terrible
57.887702,skip
54.112779,fair
63.973087,poor
86.308431,excellent
97.946951,skip
40.299379,excellent
81.296592,poor
43.570472,skip
75.365893,poor
41.997379,good
75.102999,good
49.461364,poor
76.176438,poor
71.847355,terrible
56.829645,excellent
66.981572,excellent
80.314576,good
59.243737,good
57.498377,excellent
77.549195,poor
58.090753,good
81.796385,poor
59.165870,poor
96.239116,fair
75.194284,terrible
56.282531,good
81.741907,good
29.365469,poor
80.553808,good
73.275425,poor
63.536030,skip
70.179973,skip
51.099697,poor
54.852713,good
35.516032,poor
60.196495,good
63.538305,fair
78.200242,poor
20.842014,good
76.119005,excellent
55.917924,fair
34.944678,fair
56.025934,excellent
81.903346,poor
56.064322,excellent
96.278640,good
90.145716,poor
61.969241,excellent
78.087090,good
55.519227,skip
55.405565,good
68.766629,fair
55.527114,good
74.602900,good
74.009533,fair
83.356081,good
78.361229,good
76.525862,skip
90.762377,poor
94.523933,good
15.629305,fair
46.207389,terrible
65.715075,fair
53.401273,good
51.732710,good
14.805228,poor
35.739355,fair
35.641093,good
76.871961,poor
41.256576,terrible
11.317768,good
81.727017,skip
72.663738,good
59.200539,fair
50.811040,fair
80.415174,good
88.316140,poor
74.840366,fair
74.351201,excellent
98.371291,good
74.297533,skip
35.360688,fair
28.744972,excellent
62.747346,good
55.939234,fair
20.939115,poor
54.182920,poor
52.381531,good
61.874820,fair
80.501061,fair
77.453304,fair
60.112009,good
39.404458,poor
38.837039,terrible
55.520609,terrible
56.400568,excellent
74.254884,terrible
74.715661,poor
76.698839,good
84.865492,good
38.636406,excellent
86.615092,good
56.793844,terrible
73.525804,fair
73.735971,poor
79.024251,fair
56.140603,skip
58.601209,good
77.728743,excellent
38.719324,terrible
54.304497,fair
38.933297,poor
58.170927,fair
58.247090,good
53.755302,poor
79.526014,fair
75.937982,skip
67.298439,excellent
36.890830,excellent
32.713813,good
85.355238,fair
76.279135,fair
72.042813,poor
42.343180,terrible
84.241717,fair
83.565237,excellent
74.621082,fair
82.577315,excellent
44.235288,fair
88.326385,poor
64.623175,fair
52.013500,fair
81.880864,skip
96.929108,excellent
79.219751,good
65.676867,good
76.526611,fair
49.240937,terrible
73.462428,poor
62.888005,poor
41.208008,terrible
96.544431,terrible
64.662136,terrible
73.838000,excellent
85.222260,poor
67.921622,poor
73.358967,skip
39.530541,excellent
57.551461,poor
81.361461,fair
75.585581,fair
34.670527,good
52.317430,fair
73.913072,terrible
73.754286,fair
56.765984,fair
52.371925,fair
91.188826,good
75.161072,skip
53.463449,terrible
91.480715,skip
28.574090,good
88.864538,terrible
57.698281,excellent
34.813076,skip
60.363690,poor
54.784679,excellent
29.588339,excellent
40.998210,terrible
78.280538,good
43.455078,skip
56.993708,fair
94.513359,poor
51.777557,good
92.553952,fair
56.027785,poor
76.082641,good
76.349131,skip
33.425137,terrible
52.105117,skip
56.060798,terrible
50.960325,fair
73.482610,poor
93.914548,good
35.258562,poor
35.414734,good
53.222516,fair
74.159956,excellent
61.793369,excellent
80.398844,poor
35.894517,poor
66.772357,fair
72.874312,poor
26.019189,fair
53.877785,fair
57.343260,fair
74.269339,fair
37.403245,fair
93.611717,excellent
53.968570,fair
42.536669,good
93.115047,good
70.003144,poor
93.195850,fair
46.156374,terrible
77.219301,skip
25.495838,fair
46.257512,good
63.791410,fair
50.090581,skip
38.109899,good
0.162140,skip
53.293023,poor
76.313220,excellent
74.802985,fair
69.890070,terrible
75.393787,good
79.932486,good
0.176674,skip
27.492805,good
74.900721,fair
71.715868,poor
73.816799,poor
77.997906,excellent
76.539256,fair
12.672758,fair
54.989000,excellent
37.783224,good
75.251399,poor
89.010365,good
35.908354,fair
26.724634,good
52.664005,fair
41.376716,skip
41.736602,excellent
79.950792,excellent
32.220977,fair
48.883840,good
34.278499,good
69.836993,fair
74.768226,good
63.851885,poor
54.973668,poor
42.616426,good
36.857877,excellent
74.235753,good
55.420178,fair
77.465340,poor
35.000000,skip
3.319455,terrible
53.641860,poor
78.329936,excellent
31.579871,poor
94.647173,fair
37.741923,good
36.529544,excellent
96.514884,good
32.403680,fair
29.875505,fair
76.563768,skip
53.454058,terrible
53.554712,poor
68.989522,poor
56.960035,skip
35.290833,good
72.393167,poor
77.177746,fair
70.218207,fair
69.343225,skip
65.427097,poor
76.683823,poor
6.718067,fair
73.641065,excellent
67.245410,fair
25.399257,good
49.528284,terrible
36.161786,fair
56.523581,poor
48.355054,fair
48.854388,excellent
54.486912,fair
51.829555,fair
70.712685,good
58.926778,good
72.746528,good
32.096707,terrible
94.352675,good
97.865895,terrible
91.547691,poor
5.706510,fair
73.124835,poor
65.303621,fair
69.133229,excellent
27.663863,good
21.526924,terrible
52.806435,good
76.828964,good
59.291255,fair
0.975788,skip
77.505388,poor
60.594766,fair
72.534880,poor
80.631093,terrible
74.912903,poor
68.778738,fair
28.284451,fair
99.276986,terrible
76.505734,fair
76.843676,poor
31.816173,fair
51.404100,poor
73.281099,excellent
66.284732,fair
16.062274,fair
77.900511,poor
48.242689,terrible
74.602227,fair
82.057757,good
80.337682,good
38.645346,excellent
54.266039,fair
67.023924,fair
67.157119,excellent
43.342574,excellent
37.670555,skip
52.762291,good
62.736710,good
34.146931,excellent
52.634880,fair
29.158695,fair
97.254995,poor
94.252959,poor
54.076542,skip
79.826691,good
96.073779,good
73.654415,poor
53.721753,good
81.677862,terrible
67.649333,fair
76.896898,fair
53.581830,excellent
55.774282,terrible
54.795305,good
81.879242,terrible
38.093993,good
38.828733,poor
30.734224,fair
89.703705,poor
50.990114,poor
22.843278,terrible
91.763791,terrible
35.775202,good
55.728002,skip
77.167758,poor
74.688455,excellent
68.365826,terrible
55.166551,fair
92.777392,good
76.036661,poor
35.057318,good
81.491657,fair
60.362224,good
75.865475,terrible
80.540760,good
59.723416,excellent
56.697315,fair
65.502184,poor
30.605674,good
76.004624,poor
80.961021,fair
88.880200,terrible
92.436903,fair
53.866351,fair
90.966556,fair
74.342197,fair
54.514364,fair
91.808341,fair
38.674192,fair
88.481293,good
32.656583,good
55.917484,skip
58.052422,excellent
90.963160,fair
95.345283,poor
62.618059,good
92.851576,good
55.467809,good
60.555415,poor
63.977146,fair
82.516971,fair
75.163661,terrible
75.449732,skip
54.189018,excellent
41.107899,terrible
37.249720,good
71.872961,fair
57.232240,terrible
90.898417,poor
43.007618,good
33.231168,good
47.945533,poor
56.241542,terrible
53.863429,good
64.325633,fair
78.964032,excellent
78.193309,terrible
76.244483,poor
65.238802,excellent
73.409293,poor
56.407895,fair
79.912792,good
90.491430,terrible
54.440558,excellent
91.072524,terrible
93.920843,fair
80.288332,poor
79.304099,fair
92.066406,fair
87.489540,poor
98.444458,fair
95.645669,good
60.399146,excellent
60.035188,poor
70.960265,excellent
27.336495,good
64.522561,excellent
77.241980,fair
91.880254,fair
52.527275,terrible
92.010812,poor
52.727288,good
60.051998,fair
49.884273,terrible
32.693115,good
34.145027,terrible
49.285989,fair
58.877211,good
96.568813,fair
76.614321,fair
38.675526,excellent
76.437368,good
92.032622,fair
98.939442,terrible
39.967452,poor
83.426437,good
59.902022,fair
37.294332,fair
84.488145,poor
93.950682,poor
75.427122,excellent
56.722006,skip
86.351299,fair
63.427103,good
34.239386,fair
68.166307,fair
52.517204,poor
35.444992,good
51.929568,terrible
55.599957,poor
75.497415,fair
39.011672,excellent
60.888181,excellent
76.818089,good
53.511782,terrible
59.311093,good
67.320637,fair
72.014059,skip
54.723926,excellent
25.633956,fair
77.505161,excellent
71.901614,good
93.863500,fair
94.263563,terrible
49.145023,excellent
62.282462,skip
56.704523,fair
86.464674,excellent
37.387398,fair
75.543782,fair
69.598782,poor
96.266011,poor
33.114926,good
68.631506,good
76.674445,good
69.271221,fair
56.602310,poor
74.598878,fair
74.025868,skip
72.259992,fair
74.645581,poor
92.174967,fair
90.221298,terrible
36.308886,fair
59.842064,good
56.705476,fair
97.615421,skip
94.090205,terrible
63.738586,terrible
56.460935,poor
52.777764,poor
25.717192,poor
36.532441,good
68.635864,excellent
33.283081,good
39.993871,fair
53.845962,fair
48.614568,good
74.926138,poor
70.837346,terrible
64.721838,poor
65.181025,good
36.385223,excellent
44.639398,fair
97.594013,poor
36.046371,fair
64.615743,fair
32.596996,fair
94.339423,good
73.544048,skip
74.799857,fair
57.453536,excellent
8.155193,fair
74.223018,fair
18.396849,terrible
71.211939,skip
71.337875,good
84.568352,poor
57.247866,fair
37.788257,terrible
78.118908,poor
57.372076,excellent
29.765590,terrible
90.700943,excellent
0.412597,terrible
75.525470,fair
71.850238,good
56.043214,poor
54.289421,good
55.553231,poor
64.787715,good
95.370423,good
78.119133,terrible
98.071267,poor
54.986925,terrible
46.356729,fair
31.466853,excellent
53.812753,fair
33.513372,good
69.045719,poor
88.903309,poor
30.671009,good
35.451721,fair
37.013401,good
22.410921,fair
80.623654,excellent
95.538682,excellent
54.715241,fair
57.145162,good
40.255265,excellent
76.945584,fair
82.186087,good
69.342517,terrible
73.932111,poor
37.674172,fair
38.722474,good
37.071289,good
57.849754,good
57.340428,fair
78.034414,skip
68.740181,poor
65.295951,poor
43.592993,skip
22.068510,skip
41.392470,fair
78.768038,excellent
56.767685,poor
76.334341,fair
83.489569,good
39.417184,excellent
75.494170,fair
52.765265,terrible
73.132103,fair
72.676938,skip
40.294333,good
53.791162,good
33.275900,fair
59.427209,skip
53.917127,excellent
36.520583,terrible
74.425713,fair
98.945965,terrible
33.542905,poor
51.568179,fair
36.585222,fair
53.660648,fair
75.919884,fair
35.788708,poor
91.609379,good
69.771563,fair
36.257172,good
96.285730,good
39.944336,excellent
52.815425,fair
93.811337,good
33.282614,excellent
91.631473,skip
32.523783,fair
56.261198,excellent
44.269012,good
40.602879,fair
74.266143,poor
62.494180,excellent
95.767039,poor
80.803613,excellent
67.550233,poor
36.622982,poor
58.330183,skip
81.087535,terrible
72.913634,fair
49.941636,good
35.396757,fair
72.678212,fair
32.629653,excellent
76.110260,fair
13.833291,poor
22.709342,fair
65.411725,terrible
46.272526,terrible
54.005671,fair
42.111427,excellent
74.493295,terrible
67.407956,fair
51.035986,poor
77.628398,good
56.248839,poor
52.136003,good
33.874426,poor
66.449610,terrible
75.763595,skip
77.205833,good
79.970258,fair
61.523298,poor
83.266255,good
19.234684,terrible
73.509067,poor
78.857982,excellent
91.395570,poor
32.749622,excellent
49.973801,good
22.652785,poor
55.976125,good
84.574830,terrible
95.072003,fair
84.154331,poor
34.161251,good
22.319202,fair
73.048492,fair
64.284347,fair
82.064749,skip
37.452407,good
40.774904,fair
47.165668,fair
83.146755,poor
74.876579,excellent
55.377028,skip
77.285277,good
53.668293,fair
53.494976,good
37.910799,fair
74.326728,fair
55.002346,fair
74.194292,fair
34.025746,fair
77.355676,fair
55.661045,good
56.966663,poor
30.037974,good
33.306833,good
72.136708,poor
52.573064,fair
84.762111,fair
66.521417,excellent
78.806662,poor
77.300469,excellent
44.182089,poor
79.613586,skip
73.521341,good
50.808795,excellent
45.088198,poor
52.749727,fair
72.345376,fair
75.430728,fair
22.695733,terrible
65.173338,poor
93.565555,fair
40.391846,fair
32.689545,skip
46.120776,poor
49.158660,terrible
56.433333,excellent
65.823995,fair
42.827597,skip
73.638690,terrible
29.406026,good
57.575379,fair
34.248852,poor
53.780484,fair
77.132372,fair
36.007480,fair
74.473019,skip
32.886736,good
84.965071,terrible
74.483728,fair
73.116744,fair
75.578362,fair
81.114267,skip
80.422771,excellent
39.177324,excellent
84.212480,excellent
89.645339,good
82.995487,poor
36.642572,excellent
61.552520,excellent
59.386342,fair
43.068076,terrible
83.533838,poor
74.220266,poor
74.064164,excellent
19.323365,poor
37.117493,excellent
40.174439,excellent
37.413387,fair
67.994573,fair
93.226650,fair
75.798861,poor
79.941744,terrible
75.041307,fair
81.756810,good
77.977610,good
95.518344,excellent
8.365770,fair
74.127559,excellent
74.994756,terrible
74.841416,poor
39.354277,terrible
32.496480,poor
65.201521,good
54.764912,fair
96.151999,poor
37.307493,terrible
76.245890,excellent
93.261997,good
39.596014,good
63.259918,good
78.079482,skip
33.714994,fair
97.894453,skip
97.658110,skip
98.750156,skip
25.200781,good
36.494524,terrible
80.677931,terrible
45.929772,fair
47.996295,excellent
76.186544,terrible
69.508010,good
61.443457,excellent
80.583493,poor
33.123546,good
52.533052,skip
81.773114,excellent
32.739715,terrible
68.798575,excellent
63.017444,fair
59.860292,terrible
38.349908,excellent
36.300245,good
54.383031,poor
35.092344,fair
30.468558,excellent
36.400512,excellent
53.076233,fair
37.019486,good
64.393441,skip
43.979631,poor
60.020756,excellent
96.294153,skip
51.784216,poor
75.126617,fair
57.776474,poor
81.602431,poor
67.398039,fair
55.468743,fair
60.608728,fair
82.652258,excellent
58.429949,fair
67.067996,excellent
38.597802,good
56.124804,poor
70.606525,good
31.797502,good
76.109319,fair
55.003847,good
57.281882,good
28.768354,good
78.832129,good
61.638939,terrible
54.953063,excellent
7.000973,fair
31.996180,fair
72.508237,terrible
94.420248,excellent
56.714307,excellent
36.150138,excellent
51.448385,excellent
73.602499,poor
91.578376,terrible
9.646052,poor
75.835160,skip
83.117885,fair
83.691380,fair
48.236261,fair
55.993532,excellent
39.394079,fair
61.612807,poor
45.489127,skip
73.665674,excellent
46.595065,skip
36.024372,excellent
79.617742,fair
55.902588,good
39.610214,skip
45.510519,skip
65.445174,fair
53.010542,skip
53.902336,fair
59.067514,poor
80.456705,poor
66.323299,fair
81.339384,excellent
95.255507,poor
54.611608,excellent
79.498233,good
22.599425,poor
33.536345,terrible
36.644105,poor
8.989615,excellent
56.292835,fair
58.165614,fair
69.304779,poor
98.137601,skip
76.924408,terrible
99.259187,terrible
72.353195,fair
41.201991,skip
32.063749,good
91.670063,terrible
76.618274,good
22.999143,fair
30.713652,terrible
61.160922,skip
48.848080,poor
38.176940,good
35.163531,excellent
60.681932,excellent
73.393130,good
73.263254,fair
67.173355,fair
54.353469,good
81.827876,poor
55.014245,poor
96.265739,skip
98.161145,skip
56.566394,excellent
28.035442,fair
47.776604,fair
99.653448,skip
71.251870,good
51.659415,poor
37.019587,poor
78.815959,fair
16.718025,terrible
53.164569,good
71.137208,poor
64.851445,skip
94.254156,good
37.483919,fair
71.163759,excellent
78.007630,good
79.042702,excellent
55.214164,terrible
31.375512,poor
52.439841,poor
61.030646,poor
69.100175,poor
59.630281,good
56.951938,excellent
74.334276,poor
94.581478,poor
55.186519,good
94.242597,excellent
95.521339,poor
35.942796,excellent
77.232118,good
45.427136,poor
77.889286,excellent
71.939937,skip
75.731925,fair
83.781222,excellent
72.207743,skip
90.090518,fair
0.290795,poor
2.158824,poor
67.015182,excellent
21.960016,fair
94.425911,fair
55.125936,terrible
77.159686,terrible
53.655951,poor
41.202598,excellent
96.543715,skip
73.330113,skip
29.492308,terrible
71.774411,poor
74.846893,skip
56.749029,fair
79.107457,terrible
75.866734,fair
85.048464,poor
42.665261,terrible
63.781585,good
42.683129,fair
70.055294,skip
58.955532,excellent
50.493469,good
91.430382,fair
89.950572,poor
90.505409,fair
78.030766,good
38.547452,terrible
96.187329,skip
76.168672,poor
74.338527,good
69.895603,skip
95.849434,poor
67.557353,fair
40.015529,poor
37.552202,fair
38.922332,excellent
72.941888,good
99.346067,skip
73.631162,terrible
70.103943,skip
73.734773,fair
74.429566,excellent
77.895434,fair
93.168574,excellent
77.704171,good
74.786364,fair
55.278514,good
96.967603,skip
37.778978,fair
78.810774,poor
63.339731,terrible
74.663234,fair
35.128533,poor
0.017198,good
65.022599,good
61.718630,fair
70.398484,fair
55.398919,skip
53.736347,good
89.732755,fair
65.209504,good
74.632160,terrible
55.768326,poor
73.863521,good
48.534541,poor
84.640499,poor
77.661071,fair
74.828850,fair
53.305889,poor
90.619588,terrible
52.557550,skip
84.413716,excellent
75.957806,fair
43.203442,fair
77.267706,good
36.322676,fair
78.138558,excellent
42.383078,excellent
69.727337,good
80.230913,good
45.892289,skip
57.665369,fair
59.016040,good
44.936971,terrible
41.694309,fair
57.631620,good
70.087160,poor
56.155719,good
38.035129,excellent
36.482490,good
66.258231,fair
18.692871,poor
73.826639,good
56.035481,fair
95.217763,poor
32.958538,fair
64.926001,skip
62.004348,skip
33.287852,excellent
56.119603,fair
40.484883,fair
95.354729,fair
54.621839,fair
77.545155,terrible
55.863415,poor
25.480769,good
75.204822,good
24.383343,poor
73.279373,excellent
55.368303,good
49.954741,skip
53.502181,fair
77.756012,good
74.622599,poor
56.891662,excellent
33.267605,fair
93.220962,excellent
74.839698,good
80.364811,good
79.569922,excellent
54.016977,good
51.666081,poor
55.114257,skip
57.338306,good
53.323266,skip
65.226337,terrible
35.955230,poor
74.599352,poor
53.974189,skip
24.132242,good
38.853500,fair
50.748767,good
31.991185,good
53.737534,good
71.503107,good
42.731806,poor
73.626982,fair
19.652081,poor
95.771934,excellent
92.408791,good
76.684570,good
68.230023,poor
56.367770,good
35.549858,good
63.023125,fair
78.164611,excellent
93.808914,fair
38.536761,poor
75.477441,terrible
54.358721,poor
35.705827,good
72.978307,skip
95.377729,excellent
72.564620,fair
75.962631,good
61.857308,excellent
94.007711,good
74.445977,poor
52.478921,excellent
49.546316,good
57.278268,fair
51.884073,terrible
35.460879,fair
64.395290,skip
62.046650,good
37.933197,excellent
75.254701,poor
53.624266,skip
95.907902,excellent
96.062860,excellent
65.292495,poor
33.835017,excellent
73.432567,fair
52.867239,good
77.301033,fair
6.335171,fair
56.012265,poor
55.765531,poor
38.092411,terrible
55.628869,fair
63.872306,poor
51.706189,fair
77.952429,excellent
56.611703,poor
64.095140,fair
64.472530,fair
36.516361,good
48.927721,fair
82.059744,poor
81.131537,skip
88.606704,terrible
81.578383,good
58.838110,poor
76.973174,good
97.190850,skip
91.660653,good
56.722441,good
73.461962,excellent
64.900847,good
66.602695,fair
91.806589,fair
70.193649,excellent
37.239357,good
64.133439,excellent
58.704638,fair
50.509935,fair
78.978721,skip
54.243003,good
93.915427,good
37.119760,good
74.606048,good
47.467362,skip
96.554222,good
92.775057,terrible
23.061454,terrible
96.969970,terrible
60.052308,fair
80.713547,fair
78.113340,skip
77.189842,excellent
56.494103,good
75.321654,good
78.588950,excellent
64.981686,good
55.919966,poor
53.155789,poor
88.369042,skip
90.351249,good
95.147578,fair
82.503741,poor
81.851034,fair
94.651266,fair
53.840599,skip
